,location,long,lat
27425,,,
27426,,,
27427,,,
27428,,,
27429,,,
27430,,,
27431,,,
27432,,,
27433,,,
27434,,,
27435,,,
27436,,,
27437,,,
27438,,,
27439,,,
27440,,,
27441,,,
27442,,,
27443,,,
27444,,,
27445,,,
27446,,,
27447,,,
27448,,,
27449,,,
27450,,,
27451,,,
27452,,,
27453,,,
27454,,,
27455,,,
27456,,,
27457,,,
27458,,,
27459,,,
27460,,,
27461,,,
27462,,,
27463,,,
27464,,,
27465,,,
27466,,,
27467,,,
27468,,,
27469,,,
27470,,,
27471,,,
27472,,,
27473,,,
27474,,,
27475,,,
27476,,,
27477,,,
27478,,,
27479,,,
27480,,,
27481,,,
27482,,,
27483,,,
27484,,,
27485,,,
27486,,,
27487,,,
27488,New Delhi,77.2090057,28.6138954
27489,New Delhi,77.2090057,28.6138954
27490,,,
27491,,,
27492,,,
27493,,,
27494,,,
27495,,,
27496,,,
27497,,,
27498,,,
27499,,,
27500,,,
27501,,,
27502,,,
27503,,,
27504,,,
27505,,,
27506,,,
27507,,,
27508,,,
27509,,,
27510,,,
27511,,,
27512,,,
27513,,,
27514,,,
27515,,,
27516,,,
27517,,,
27518,,,
27519,,,
27520,,,
27521,,,
27522,,,
27523,,,
27524,,,
27525,,,
27526,,,
27527,,,
27528,,,
27529,,,
27530,,,
27531,,,
27532,,,
27533,,,
27534,,,
27535,,,
27536,,,
27537,,,
27538,,,
27539,,,
27540,,,
27541,,,
27542,,,
27543,,,
27544,,,
27545,,,
27546,,,
27547,,,
27548,,,
27549,,,
27550,,,
27551,,,
27552,,,
27553,,,
27554,,,
27555,,,
27556,,,
27557,,,
27558,,,
27559,,,
27560,,,
27561,,,
27562,,,
27563,,,
27564,,,
27565,,,
27566,,,
27567,,,
27568,,,
27569,,,
27570,Beijing,116.3912757,39.906217
27571,Beijing,116.3912757,39.906217
27572,,,
27573,,,
27574,Gurgaon India,77.00270014657752,28.42826235
27575,Gurgaon India,77.00270014657752,28.42826235
27576,India,78.6677428,22.3511148
27577,India,78.6677428,22.3511148
27578,Zug Switzerland,8.5539378,47.1486137
27579,Zug Switzerland,8.5539378,47.1486137
27580,Bengaluru India,77.590082,12.9767936
27581,Bengaluru India,77.590082,12.9767936
27582,Greater Denver Area,,
27583,Greater Denver Area,,
27584,United States,-100.445882,39.7837304
27585,United States,-100.445882,39.7837304
27586,,,
27587,,,
27588,,,
27589,,,
27590,,,
27591,,,
27592,,,
27593,,,
27594,,,
27595,,,
27596,,,
27597,,,
27598,,,
27599,,,
27600,,,
27601,,,
27602,,,
27603,,,
27604,,,
27605,,,
27606,,,
27607,,,
27608,,,
27609,,,
27610,,,
27611,,,
27612,,,
27613,,,
27614,,,
27615,,,
27616,,,
27617,,,
27618,,,
27619,,,
27620,,,
27621,,,
27622,,,
27623,,,
27624,,,
27625,,,
27626,,,
27627,,,
27628,,,
27629,,,
27630,,,
27631,,,
27632,,,
27633,,,
27634,,,
27635,,,
27636,,,
27637,,,
27638,,,
27639,,,
27640,,,
27641,,,
27642,,,
27643,,,
27644,,,
27645,,,
27646,,,
27647,,,
27648,,,
27649,,,
27650,,,
27651,,,
27652,,,
27653,,,
27654,,,
27655,,,
27656,,,
27657,,,
27658,,,
27659,,,
27660,,,
27661,,,
27662,,,
27663,,,
27664,,,
27665,,,
27666,,,
27667,,,
27668,,,
27669,,,
27670,,,
27671,,,
27672,,,
27673,,,
27674,,,
27675,,,
27676,,,
27677,,,
27678,,,
27679,,,
27680,,,
27681,,,
27682,,,
27683,,,
27684,,,
27685,,,
27686,,,
27687,,,
27688,,,
27689,,,
27690,,,
27691,,,
27692,,,
27693,,,
27694,,,
27695,,,
27696,,,
27697,,,
27698,,,
27699,,,
27700,,,
27701,,,
27702,,,
27703,,,
27704,,,
27705,,,
27706,,,
27707,,,
27708,,,
27709,,,
27710,,,
27711,,,
27712,,,
27713,,,
27714,,,
27715,,,
27716,,,
27717,,,
27718,,,
27719,,,
27720,,,
27721,,,
27722,Colorado,-105.607716,38.7251776
27723,Colorado,-105.607716,38.7251776
27724,Pittsburgh PA,-79.9900861,40.4416941
27725,Pittsburgh PA,-79.9900861,40.4416941
27726,,,
27727,,,
27728,,,
27729,,,
27730,,,
27731,,,
27732,,,
27733,,,
27734,,,
27735,,,
27736,,,
27737,,,
27738,Delhi,77.2219388,28.6517178
27739,Delhi,77.2219388,28.6517178
27740,,,
27741,,,
27742,,,
27743,,,
27744,,,
27745,,,
27746,,,
27747,,,
27748,,,
27749,,,
27750,,,
27751,,,
27752,,,
27753,,,
27754,,,
27755,,,
27756,,,
27757,,,
27758,,,
27759,,,
27760,,,
27761,,,
27762,,,
27763,,,
27764,,,
27765,,,
27766,,,
27767,,,
27768,New Delhi,77.2090057,28.6138954
27769,New Delhi,77.2090057,28.6138954
27770,,,
27771,,,
27772,,,
27773,,,
27774,,,
27775,,,
27776,,,
27777,,,
27778,,,
27779,,,
27780,,,
27781,,,
27782,,,
27783,,,
27784,,,
27785,,,
27786,,,
27787,,,
27788,,,
27789,,,
27790,,,
27791,,,
27792,,,
27793,,,
27794,,,
27795,,,
27796,,,
27797,,,
27798,,,
27799,,,
27800,,,
27801,,,
27802,,,
27803,,,
27804,,,
27805,,,
27806,,,
27807,,,
27808,,,
27809,,,
27810,,,
27811,,,
27812,,,
27813,,,
27814,,,
27815,,,
27816,,,
27817,,,
27818,,,
27819,,,
27820,,,
27821,,,
27822,,,
27823,,,
27824,,,
27825,,,
27826,,,
27827,,,
27828,,,
27829,,,
27830,,,
27831,,,
27832,,,
27833,,,
27834,,,
27835,,,
27836,,,
27837,,,
27838,,,
27839,,,
27840,,,
27841,,,
27842,,,
27843,,,
27844,Charlotte NC,-80.8430827,35.2272086
27845,Charlotte NC,-80.8430827,35.2272086
27846,US Europe and the Caribbean,,
27847,US Europe and the Caribbean,,
27848,,,
27849,,,
27850,United States,-100.445882,39.7837304
27851,United States,-100.445882,39.7837304
27852,Greater New York Area,,
27853,Greater New York Area,,
27854,Mumbai India,72.878176,19.0785451
27855,Mumbai India,72.878176,19.0785451
27856,India,78.6677428,22.3511148
27857,India,78.6677428,22.3511148
27858,Mumbai India,72.878176,19.0785451
27859,Mumbai India,72.878176,19.0785451
27860,,,
27861,,,
27862,Atlanta GA,-84.3902644,33.7489924
27863,Atlanta GA,-84.3902644,33.7489924
27864,,,
27865,,,
27866,Baton Rouge LA,-82.502277,28.2968872
27867,Baton Rouge LA,-82.502277,28.2968872
27868,Ridgeland MS,-90.1323087,32.4284761
27869,Ridgeland MS,-90.1323087,32.4284761
27870,Vienna Austria,16.3725042,48.2083537
27871,Vienna Austria,16.3725042,48.2083537
27872,Chicago,-87.6244212,41.8755616
27873,Chicago,-87.6244212,41.8755616
27874,Salt Lake City UT,-111.886797,40.7596198
27875,Salt Lake City UT,-111.886797,40.7596198
27876,,,
27877,,,
27878,India,78.6677428,22.3511148
27879,India,78.6677428,22.3511148
27880,Greensboro WinstonSalem,,
27881,Greensboro WinstonSalem,,
27882,Parkland FL USA,-80.23727,26.3100794
27883,Parkland FL USA,-80.23727,26.3100794
27884,Somewhere Fun Right Now,,
27885,Somewhere Fun Right Now,,
27886,San Francisco + New York,-78.5086099,-0.207271
27887,San Francisco + New York,-78.5086099,-0.207271
27888,India,78.6677428,22.3511148
27889,India,78.6677428,22.3511148
27890,India,78.6677428,22.3511148
27891,India,78.6677428,22.3511148
27892,Detroit,-83.0466403,42.3315509
27893,Detroit,-83.0466403,42.3315509
27894,,,
27895,,,
27896,Manhattan NY,-73.9598939,40.7896239
27897,Manhattan NY,-73.9598939,40.7896239
27898,,,
27899,,,
27900,,,
27901,,,
27902,,,
27903,,,
27904,South Florida,-94.8464256,37.1677128
27905,South Florida,-94.8464256,37.1677128
27906,Toronto Ontario,-79.3839347,43.6534817
27907,Toronto Ontario,-79.3839347,43.6534817
27908,Morristown NJ,-74.4809868,40.7970382
27909,Morristown NJ,-74.4809868,40.7970382
27910,New Delhi,77.2090057,28.6138954
27911,New Delhi,77.2090057,28.6138954
27912,MAGA Country,-2.9384531,43.2621954
27913,MAGA Country,-2.9384531,43.2621954
27914,Toronto Ontario Canada,-79.3839347,43.6534817
27915,Toronto Ontario Canada,-79.3839347,43.6534817
27916,Los Angeles CA,-118.242766,34.0536909
27917,Los Angeles CA,-118.242766,34.0536909
27918,Indianapolis IN,-86.1583502,39.7683331
27919,Indianapolis IN,-86.1583502,39.7683331
27920,United States,-100.445882,39.7837304
27921,United States,-100.445882,39.7837304
27922,,,
27923,,,
27924,,,
27925,,,
27926,,,
27927,,,
27928,,,
27929,,,
27930,,,
27931,,,
27932,,,
27933,,,
27934,,,
27935,,,
27936,,,
27937,,,
27938,,,
27939,,,
27940,,,
27941,,,
27942,,,
27943,,,
27944,,,
27945,,,
27946,Detroit,-83.0466403,42.3315509
27947,Detroit,-83.0466403,42.3315509
27948,,,
27949,,,
27950,United States,-100.445882,39.7837304
27951,United States,-100.445882,39.7837304
27952,,,
27953,,,
27954,United States,-100.445882,39.7837304
27955,United States,-100.445882,39.7837304
27956,,,
27957,,,
27958,Deep Sticks Panama,,
27959,Deep Sticks Panama,,
27960,Northern Illinois USA,-88.0662396,41.8137876
27961,Northern Illinois USA,-88.0662396,41.8137876
27962,,,
27963,,,
27964,Orange County California,-117.8704931,33.7500378
27965,Orange County California,-117.8704931,33.7500378
27966,Atlanta GA,-84.3902644,33.7489924
27967,Atlanta GA,-84.3902644,33.7489924
27968,Palm Beach Florida,-80.4494174,26.6279798
27969,Palm Beach Florida,-80.4494174,26.6279798
27970,Dubai,55.18853865430702,25.074282349999997
27971,Dubai,55.18853865430702,25.074282349999997
27972,Blacksburg VA,-80.4136767,37.2296566
27973,Blacksburg VA,-80.4136767,37.2296566
27974,United States,-100.445882,39.7837304
27975,United States,-100.445882,39.7837304
27976,San Diego CA,-117.1627728,32.7174202
27977,San Diego CA,-117.1627728,32.7174202
27978,Nationwide USA,-97.1123916,33.1717887
27979,Nationwide USA,-97.1123916,33.1717887
27980,,,
27981,,,
27982,Fairfax VA,-77.3063733,38.8462236
27983,Fairfax VA,-77.3063733,38.8462236
27984,Worldwide,-2.2434612,53.5120412
27985,Worldwide,-2.2434612,53.5120412
27986,Salt Lake City UT,-111.886797,40.7596198
27987,Salt Lake City UT,-111.886797,40.7596198
27988,West TX,-97.0933471,31.8034812
27989,West TX,-97.0933471,31.8034812
27990,,,
27991,,,
27992,United States,-100.445882,39.7837304
27993,United States,-100.445882,39.7837304
27994,United States,-100.445882,39.7837304
27995,United States,-100.445882,39.7837304
27996,United States,-100.445882,39.7837304
27997,United States,-100.445882,39.7837304
27998,United States,-100.445882,39.7837304
27999,United States,-100.445882,39.7837304
28000,United States,-100.445882,39.7837304
28001,United States,-100.445882,39.7837304
28002,United States,-100.445882,39.7837304
28003,United States,-100.445882,39.7837304
28004,United States,-100.445882,39.7837304
28005,United States,-100.445882,39.7837304
28006,United States,-100.445882,39.7837304
28007,United States,-100.445882,39.7837304
28008,Newtown Square PA,-75.4007633,39.9868117
28009,Newtown Square PA,-75.4007633,39.9868117
28010,,,
28011,,,
28012,,,
28013,,,
28014,World,174.7456809,-36.8535712
28015,California USA,-118.755997,36.7014631
28016,California USA,-118.755997,36.7014631
28017,Washington DC,-77.0365427,38.8950368
28018,Washington DC,-77.0365427,38.8950368
28019,Singapore,103.8194992,1.357107
28020,Singapore,103.8194992,1.357107
28021,,,
28022,,,
28023,NY,-75.8449946,43.1561681
28024,NY,-75.8449946,43.1561681
28025,United States,-100.445882,39.7837304
28026,United States,-100.445882,39.7837304
28027,,,
28028,,,
28029,,,
28030,,,
28031,,,
28032,,,
28033,Lucknow,80.9346001,26.8381
28034,Lucknow,80.9346001,26.8381
28035,,,
28036,,,
28037,Deep inside the former US,,
28038,Deep inside the former US,,
28039,Santa Clara CA,-121.6846349,37.2333253
28040,Santa Clara CA,-121.6846349,37.2333253
28041,India,78.6677428,22.3511148
28042,India,78.6677428,22.3511148
28043,New Delhi India,77.2090057,28.6138954
28044,New Delhi India,77.2090057,28.6138954
28045,Bengaluru India,77.590082,12.9767936
28046,Bengaluru India,77.590082,12.9767936
28047,Planet Surfing,,
28048,Planet Surfing,,
28049,New Delhi,77.2090057,28.6138954
28050,New Delhi,77.2090057,28.6138954
28051,India,78.6677428,22.3511148
28052,India,78.6677428,22.3511148
28053,India,78.6677428,22.3511148
28054,India,78.6677428,22.3511148
28055,,,
28056,,,
28057,India,78.6677428,22.3511148
28058,India,78.6677428,22.3511148
28059,,,
28060,,,
28061,India,78.6677428,22.3511148
28062,India,78.6677428,22.3511148
28063,Calicut Kerala,75.7754716,11.2450558
28064,Calicut Kerala,75.7754716,11.2450558
28065,,,
28066,,,
28067,World,174.7456809,-36.8535712
28068,World,174.7456809,-36.8535712
28069,,,
28070,,,
28071,Global,-79.34914879325001,43.7283874
28072,Global,-79.34914879325001,43.7283874
28073,,,
28074,,,
28075,India,78.6677428,22.3511148
28076,India,78.6677428,22.3511148
28077,,,
28078,,,
28079,,,
28080,,,
28081,,,
28082,,,
28083,,,
28084,,,
28085,,,
28086,,,
28087,,,
28088,,,
28089,,,
28090,,,
28091,,,
28092,,,
28093,,,
28094,,,
28095,,,
28096,,,
28097,,,
28098,,,
28099,,,
28100,,,
28101,,,
28102,,,
28103,,,
28104,,,
28105,,,
28106,,,
28107,,,
28108,,,
28109,,,
28110,,,
28111,,,
28112,,,
28113,,,
28114,,,
28115,,,
28116,,,
28117,,,
28118,,,
28119,,,
28120,,,
28121,,,
28122,,,
28123,,,
28124,,,
28125,,,
28126,,,
28127,,,
28128,,,
28129,,,
28130,,,
28131,,,
28132,,,
28133,,,
28134,,,
28135,,,
28136,,,
28137,,,
28138,,,
28139,,,
28140,,,
28141,,,
28142,,,
28143,,,
28144,,,
28145,,,
28146,,,
28147,,,
28148,,,
28149,,,
28150,,,
28151,,,
28152,,,
28153,,,
28154,,,
28155,,,
28156,,,
28157,,,
28158,,,
28159,,,
28160,,,
28161,,,
28162,,,
28163,,,
28164,,,
28165,,,
28166,,,
28167,,,
28168,,,
28169,,,
28170,,,
28171,,,
28172,,,
28173,,,
28174,,,
28175,,,
28176,,,
28177,,,
28178,,,
28179,,,
28180,,,
28181,,,
28182,,,
28183,,,
28184,,,
28185,,,
28186,,,
28187,,,
28188,,,
28189,,,
28190,,,
28191,,,
28192,,,
28193,,,
28194,,,
28195,,,
28196,,,
28197,,,
28198,,,
28199,,,
28200,,,
28201,,,
28202,,,
28203,,,
28204,,,
28205,,,
28206,,,
28207,,,
28208,,,
28209,,,
28210,,,
28211,,,
28212,,,
28213,,,
28214,,,
28215,,,
28216,,,
28217,,,
28218,,,
28219,,,
28220,,,
28221,,,
28222,,,
28223,United States,-100.445882,39.7837304
28224,United States,-100.445882,39.7837304
28225,,,
28226,,,
28227,,,
28228,,,
28229,,,
28230,,,
28231,,,
28232,,,
28233,,,
28234,,,
28235,,,
28236,,,
28237,,,
28238,,,
28239,,,
28240,,,
28241,,,
28242,,,
28243,,,
28244,,,
28245,,,
28246,,,
28247,,,
28248,,,
28249,,,
28250,,,
28251,,,
28252,,,
28253,,,
28254,,,
28255,,,
28256,,,
28257,,,
28258,,,
28259,,,
28260,,,
28261,,,
28262,,,
28263,,,
28264,,,
28265,,,
28266,,,
28267,,,
28268,,,
28269,,,
28270,,,
28271,,,
28272,,,
28273,,,
28274,,,
28275,,,
28276,,,
28277,,,
28278,,,
28279,,,
28280,,,
28281,,,
28282,,,
28283,,,
28284,,,
28285,,,
28286,,,
28287,,,
28288,,,
28289,,,
28290,,,
28291,,,
28292,,,
28293,,,
28294,,,
28295,,,
28296,,,
28297,,,
28298,,,
28299,,,
28300,,,
28301,,,
28302,,,
28303,,,
28304,,,
28305,,,
28306,,,
28307,,,
28308,,,
28309,,,
28310,,,
28311,,,
28312,,,
28313,,,
28314,,,
28315,,,
28316,,,
28317,,,
28318,,,
28319,,,
28320,,,
28321,,,
28322,,,
28323,,,
28324,,,
28325,,,
28326,,,
28327,,,
28328,,,
28329,,,
28330,,,
28331,,,
28332,,,
28333,,,
28334,,,
28335,,,
28336,,,
28337,,,
28338,,,
28339,,,
28340,,,
28341,,,
28342,,,
28343,,,
28344,,,
28345,,,
28346,,,
28347,,,
28348,,,
28349,,,
28350,,,
28351,,,
28352,,,
28353,,,
28354,,,
28355,,,
28356,,,
28357,,,
28358,,,
28359,,,
28360,,,
28361,,,
28362,,,
28363,,,
28364,,,
28365,,,
28366,,,
28367,,,
28368,,,
28369,,,
28370,,,
28371,Pune India,73.8544541,18.521428
28372,Pune India,73.8544541,18.521428
28373,Pune India,73.8544541,18.521428
28374,Pune India,73.8544541,18.521428
28375,,,
28376,,,
28377,,,
28378,,,
28379,,,
28380,,,
28381,,,
28382,,,
28383,,,
28384,,,
28385,,,
28386,,,
28387,,,
28388,,,
28389,,,
28390,,,
28391,,,
28392,,,
28393,,,
28394,,,
28395,,,
28396,,,
28397,,,
28398,,,
28399,,,
28400,,,
28401,,,
28402,,,
28403,,,
28404,,,
28405,,,
28406,,,
28407,,,
28408,,,
28409,,,
28410,,,
28411,,,
28412,,,
28413,,,
28414,,,
28415,,,
28416,,,
28417,,,
28418,,,
28419,,,
28420,,,
28421,,,
28422,,,
28423,,,
28424,,,
28425,,,
28426,,,
28427,,,
28428,,,
28429,,,
28430,,,
28431,,,
28432,,,
28433,,,
28434,,,
28435,,,
28436,,,
28437,,,
28438,,,
28439,,,
28440,,,
28441,,,
28442,,,
28443,,,
28444,,,
28445,,,
28446,,,
28447,,,
28448,,,
28449,,,
28450,,,
28451,,,
28452,,,
28453,,,
28454,,,
28455,,,
28456,,,
28457,,,
28458,,,
28459,,,
28460,,,
28461,,,
28462,,,
28463,,,
28464,,,
28465,,,
28466,,,
28467,,,
28468,,,
28469,,,
28470,,,
28471,,,
28472,,,
28473,,,
28474,,,
28475,,,
28476,,,
28477,,,
28478,,,
28479,,,
28480,,,
28481,,,
28482,,,
28483,,,
28484,,,
28485,,,
28486,,,
28487,,,
28488,,,
28489,,,
28490,,,
28491,,,
28492,,,
28493,,,
28494,,,
28495,,,
28496,,,
28497,,,
28498,,,
28499,,,
28500,,,
28501,,,
28502,,,
28503,,,
28504,,,
28505,,,
28506,,,
28507,,,
28508,,,
28509,,,
28510,,,
28511,,,
28512,,,
28513,,,
28514,,,
28515,,,
28516,,,
28517,,,
28518,,,
28519,India,78.6677428,22.3511148
28520,India,78.6677428,22.3511148
28521,Singapore,103.8194992,1.357107
28522,Singapore,103.8194992,1.357107
28523,India,78.6677428,22.3511148
28524,India,78.6677428,22.3511148
28525,Hyderabad | Mohali,,
28526,Hyderabad | Mohali,,
28527,,,
28528,,,
28529,New Delhi India,77.2090057,28.6138954
28530,New Delhi India,77.2090057,28.6138954
28531,,,
28532,,,
28533,,,
28534,,,
28535,Noida,77.3271074,28.5707841
28536,Noida,77.3271074,28.5707841
28537,Stockholm Sweden,18.0710935,59.3251172
28538,Stockholm Sweden,18.0710935,59.3251172
28539,Bay City Michigan,-83.8888648,43.5944677
28540,Bay City Michigan,-83.8888648,43.5944677
28541,,,
28542,,,
28543,,,
28544,,,
28545,,,
28546,,,
28547,,,
28548,,,
28549,Brighton England,-0.12693054250074665,50.83891575
28550,Brighton England,-0.12693054250074665,50.83891575
28551,Mumbai,72.878176,19.0785451
28552,Mumbai,72.878176,19.0785451
28553,Home is SF,,
28554,Home is SF,,
28555,Home is SF,,
28556,Home is SF,,
28557,Home is SF,,
28558,Home is SF,,
28559,Home is SF,,
28560,Home is SF,,
28561,India,78.6677428,22.3511148
28562,India,78.6677428,22.3511148
28563,,,
28564,,,
28565,San Diego CA,-117.1627728,32.7174202
28566,San Diego CA,-117.1627728,32.7174202
28567,,,
28568,,,
28569,Mumbai,72.878176,19.0785451
28570,Mumbai,72.878176,19.0785451
28571,pip install location as,,
28572,pip install location as,,
28573,Film City Noida,77.3139374,28.57407
28574,Film City Noida,77.3139374,28.57407
28575,New Delhi,77.2090057,28.6138954
28576,New Delhi,77.2090057,28.6138954
28577,,,
28578,,,
28579,Chicago,-87.6244212,41.8755616
28580,Chicago,-87.6244212,41.8755616
28581,Ayr Ontario,-80.4507012,43.2855122
28582,Ayr Ontario,-80.4507012,43.2855122
28583,United Kingdom,-3.2765753,54.7023545
28584,United Kingdom,-3.2765753,54.7023545
28585,Lyon Paris,2.321660839307996,48.864434349999996
28586,Lyon Paris,2.321660839307996,48.864434349999996
28587,Washington DC,-77.0365427,38.8950368
28588,Washington DC,-77.0365427,38.8950368
28589,South East Asia,174.7207047,-36.8624515
28590,South East Asia,174.7207047,-36.8624515
28591,Manhattan NY,-73.9598939,40.7896239
28592,Manhattan NY,-73.9598939,40.7896239
28593,,,
28594,,,
28595,India,78.6677428,22.3511148
28596,India,78.6677428,22.3511148
28597,India,78.6677428,22.3511148
28598,India,78.6677428,22.3511148
28599,New Delhi,77.2090057,28.6138954
28600,New Delhi,77.2090057,28.6138954
28601,Sarasota,-82.5308545,27.3365805
28602,Sarasota,-82.5308545,27.3365805
28603,,,
28604,,,
28605,,,
28606,,,
28607,1K followers,-84.001722,39.503291
28608,1K followers,-84.001722,39.503291
28609,Mumbai India,72.878176,19.0785451
28610,Mumbai India,72.878176,19.0785451
28611,,,
28612,,,
28613,<URL>,14.7097993,48.0585783
28614,<URL>,14.7097993,48.0585783
28615,New Delhi,77.2090057,28.6138954
28616,New Delhi,77.2090057,28.6138954
28617,LA Atlanta,-75.6779851,38.708725
28618,LA Atlanta,-75.6779851,38.708725
28619,,,
28620,,,
28621,Washington DC,-77.0365427,38.8950368
28622,Washington DC,-77.0365427,38.8950368
28623,Contra Costa County CA,-121.9175345,37.9034806
28624,Contra Costa County CA,-121.9175345,37.9034806
28625,,,
28626,,,
28627,,,
28628,,,
28629,,,
28630,,,
28631,,,
28632,,,
28633,,,
28634,,,
28635,,,
28636,,,
28637,,,
28638,,,
28639,,,
28640,,,
28641,,,
28642,,,
28643,,,
28644,,,
28645,,,
28646,,,
28647,,,
28648,,,
28649,,,
28650,,,
28651,,,
28652,,,
28653,,,
28654,,,
28655,,,
28656,,,
28657,,,
28658,,,
28659,,,
28660,,,
28661,,,
28662,,,
28663,,,
28664,,,
28665,,,
28666,,,
28667,,,
28668,,,
28669,,,
28670,,,
28671,,,
28672,,,
28673,,,
28674,,,
28675,,,
28676,,,
28677,,,
28678,,,
28679,,,
28680,,,
28681,,,
28682,,,
28683,,,
28684,,,
28685,,,
28686,,,
28687,,,
28688,,,
28689,,,
28690,,,
28691,,,
28692,,,
28693,,,
28694,,,
28695,,,
28696,,,
28697,,,
28698,,,
28699,,,
28700,,,
28701,,,
28702,,,
28703,,,
28704,,,
28705,,,
28706,,,
28707,,,
28708,,,
28709,,,
28710,,,
28711,,,
28712,,,
28713,,,
28714,,,
28715,,,
28716,,,
28717,,,
28718,,,
28719,,,
28720,,,
28721,,,
28722,,,
28723,,,
28724,,,
28725,Pune India,73.8544541,18.521428
28726,Pune India,73.8544541,18.521428
28727,Manhattan NY,-73.9598939,40.7896239
28728,Manhattan NY,-73.9598939,40.7896239
28729,Global,-79.34914879325001,43.7283874
28730,Global,-79.34914879325001,43.7283874
28731,Boston MA,-71.060511,42.3554334
28732,Boston MA,-71.060511,42.3554334
28733,,,
28734,Atlanta GA,-84.3902644,33.7489924
28735,Atlanta GA,-84.3902644,33.7489924
28736,Florida USA,-81.4639835,27.7567667
28737,Florida USA,-81.4639835,27.7567667
28738,Research Triangle Park NC,-78.87482418022022,35.90569775
28739,Research Triangle Park NC,-78.87482418022022,35.90569775
28740,Florida USA,-81.4639835,27.7567667
28741,Florida USA,-81.4639835,27.7567667
28742,,,
28743,,,
28744,,,
28745,,,
28746,,,
28747,,,
28748,Michigan USA,-84.3405452,46.4982121
28749,Michigan USA,-84.3405452,46.4982121
28750,Mumbai Maharashtra,72.878176,19.0785451
28751,Mumbai Maharashtra,72.878176,19.0785451
28752,Vancouver,-123.113952,49.2608724
28753,Vancouver,-123.113952,49.2608724
28754,Fairfax VA,-77.3063733,38.8462236
28755,Fairfax VA,-77.3063733,38.8462236
28756,Dallas TX,-96.7968559,32.7762719
28757,Dallas TX,-96.7968559,32.7762719
28758,Los Angeles CA,-118.242766,34.0536909
28759,Los Angeles CA,-118.242766,34.0536909
28760,,,
28761,,,
28762,,,
28763,,,
28764,,,
28765,,,
28766,Santa Clara California USA,-121.6846349,37.2333253
28767,Santa Clara California USA,-121.6846349,37.2333253
28768,New York City,-74.0060152,40.7127281
28769,New York City,-74.0060152,40.7127281
28770,Norwalk CT,-117.0390357,32.9754015
28771,Norwalk CT,-117.0390357,32.9754015
28772,Danbury CT,-89.0271699798308,40.451849949999996
28773,Danbury CT,-89.0271699798308,40.451849949999996
28774,,,
28775,,,
28776,,,
28777,,,
28778,Hermosa Beach CA,-118.39591,33.86428
28779,Hermosa Beach CA,-118.39591,33.86428
28780,Houston Texas,-95.3676974,29.7589382
28781,Houston Texas,-95.3676974,29.7589382
28782,,,
28783,,,
28784,Seattle WA,-122.330062,47.6038321
28785,Seattle WA,-122.330062,47.6038321
28786,Atlanta GA,-84.3902644,33.7489924
28787,Chicago IL,-87.6244212,41.8755616
28788,Terra bicoastal exexpat,,
28789,,,
28790,Nationwide,-1.776962348126316,51.5382464
28791,,,
28792,,,
28793,Goa India,9.937216,51.5323423
28794,India,78.6677428,22.3511148
28795,The Bronx NY,-73.8665241,40.8506558
28796,San Diego CA,-117.1627728,32.7174202
28797,New Delhi,77.2090057,28.6138954
28798,,,
28799,,,
28800,MississaugaToronto,,
28801,Toronto Ontario,-79.3839347,43.6534817
28802,Baton Rouge LA,-82.502277,28.2968872
28803,,,
28804,Salt Lake City Utah,-111.886797,40.7596198
28805,Florida,-81.4639835,27.7567667
28806,Mumbai India,72.878176,19.0785451
28807,,,
28808,United States,-100.445882,39.7837304
28809,Somewhere I need to be,,
28810,Northern Illinois USA,-88.0662396,41.8137876
28811,Florida USA,-81.4639835,27.7567667
28812,New York NY,-74.0060152,40.7127281
28813,Hillsboro OR,-122.989827,45.5228939
28814,Austin TX,-97.7436995,30.2711286
28815,United States,-100.445882,39.7837304
28816,Atlanta GA,-84.3902644,33.7489924
28817,,,
28818,,,
28819,Ohmland,,
28820,Los Angeles,-118.242766,34.0536909
28821,,,
28822,,,
28823,,,
28824,,,
28825,Mumbai India,72.878176,19.0785451
28826,Mumbai India,72.878176,19.0785451
28827,India,78.6677428,22.3511148
28828,India,78.6677428,22.3511148
28829,,,
28830,,,
28831,,,
28832,,,
28833,Hyderabad India,78.46106473453146,17.38878595
28834,Hyderabad India,78.46106473453146,17.38878595
28835,Newport Beach California USA,-117.9294401,33.6170092
28836,Newport Beach California USA,-117.9294401,33.6170092
28837,Chennai India,80.270186,13.0836939
28838,Chennai India,80.270186,13.0836939
28839,San Diego CA,-117.1627728,32.7174202
28840,San Diego CA,-117.1627728,32.7174202
28841,Toronto Ontario,-79.3839347,43.6534817
28842,Toronto Ontario,-79.3839347,43.6534817
28843,Brandon Falls Delaware,,
28844,Brandon Falls Delaware,,
28845,,,
28846,,,
28847,,,
28848,,,
28849,New Delhi India,77.2090057,28.6138954
28850,New Delhi India,77.2090057,28.6138954
28851,,,
28852,,,
28853,India,78.6677428,22.3511148
28854,India,78.6677428,22.3511148
28855,India,78.6677428,22.3511148
28856,India,78.6677428,22.3511148
28857,Metaverse,-87.6559443,41.9470723
28858,Metaverse,-87.6559443,41.9470723
28859,Hong Kong,114.1628131,22.2793278
28860,Hong Kong,114.1628131,22.2793278
28861,Mumbai Maharashtra India,72.878176,19.0785451
28862,Mumbai Maharashtra India,72.878176,19.0785451
28863,India,78.6677428,22.3511148
28864,India,78.6677428,22.3511148
